Source,Target,Type,Weight,Label
1651,8106,Undirected,1,1
21991,8106,Undirected,1,2
8106,933,Undirected,1,3
8106,8532,Undirected,1,4
8106,8535,Undirected,1,5
8104,8106,Undirected,1,6
1651,21991,Undirected,1,7
1651,8106,Undirected,1,7
1651,933,Undirected,1,7
21991,8106,Undirected,1,7
21991,933,Undirected,1,7
8106,933,Undirected,1,7
8106,8532,Undirected,1,7
8106,8535,Undirected,1,7
8532,8535,Undirected,1,7
8104,8106,Undirected,1,7
