Source,Target,Type,Weight,Label
1265,16384,Undirected,1,4925
1265,1908,Undirected,1,4926
1265,4796,Undirected,1,4927
1265,25307,Undirected,1,4928
1265,934,Undirected,1,4929
1265,1867,Undirected,1,4930
1265,2814,Undirected,1,4931
1265,13399,Undirected,1,4932
1265,360,Undirected,1,4933
1265,385,Undirected,1,4934
1265,8710,Undirected,1,4935
1265,2420,Undirected,1,4936
1265,4043,Undirected,1,4937
1265,732,Undirected,1,4938
1265,2848,Undirected,1,4939
1265,509,Undirected,1,4940
1265,1440,Undirected,1,4941
1265,2790,Undirected,1,4942
1265,350,Undirected,1,4943
2246,37,Undirected,1,4944
2246,23655,Undirected,1,4945
2246,23585,Undirected,1,4946
2246,4889,Undirected,1,4947
2246,6963,Undirected,2,4948
2246,732,Undirected,1,4949
2246,934,Undirected,2,4950
2246,23100,Undirected,1,4951
2246,2689,Undirected,1,4952
2246,5374,Undirected,1,4953
2246,7085,Undirected,1,4954
2246,944,Undirected,1,4955
2246,3139,Undirected,1,4956
2246,3557,Undirected,1,4957
2246,5017,Undirected,1,4958
2246,603,Undirected,1,4959
2246,861,Undirected,1,4960
2246,7180,Undirected,1,4961
2246,7308,Undirected,1,4962
2246,3003,Undirected,1,4963
2246,3955,Undirected,1,4964
2246,8710,Undirected,1,4965
2246,2678,Undirected,1,4966
2246,296,Undirected,1,4967
2246,4797,Undirected,2,4968
2246,7826,Undirected,1,4969
2246,7966,Undirected,1,4970
2246,808,Undirected,1,4971
2246,5344,Undirected,1,4972
2246,6323,Undirected,1,4973
2246,413,Undirected,1,4974
2246,48,Undirected,1,4975
2246,8895,Undirected,1,4976
2246,8896,Undirected,1,4977
2246,462,Undirected,1,4978
128,35741,Undirected,1,4979
128,29804,Undirected,1,4980
128,8982,Undirected,1,4981
128,18804,Undirected,2,4982
128,29533,Undirected,1,4983
128,29526,Undirected,1,4984
128,350,Undirected,1,4985
128,29379,Undirected,1,4986
128,29523,Undirected,1,4987
128,29376,Undirected,1,4988
128,13698,Undirected,1,4989
128,29506,Undirected,1,4990
128,1856,Undirected,1,4991
128,29337,Undirected,1,4992
128,13777,Undirected,1,4993
128,29300,Undirected,1,4994
128,2113,Undirected,1,4995
128,4761,Undirected,1,4996
128,3287,Undirected,1,4997
128,5048,Undirected,1,4998
128,13452,Undirected,1,4999
128,15078,Undirected,1,5000
128,15611,Undirected,1,5001
128,238,Undirected,1,5002
128,3469,Undirected,1,5003
128,5387,Undirected,1,5004
128,1368,Undirected,1,5005
128,9299,Undirected,1,5006
128,9301,Undirected,1,5007
128,9303,Undirected,1,5008
128,167,Undirected,1,5009
128,1745,Undirected,2,5010
128,2572,Undirected,1,5011
128,1744,Undirected,1,5012
128,798,Undirected,1,5013
128,37,Undirected,1,5014
128,934,Undirected,1,5015
22222,23353,Undirected,1,5016
127,21413,Undirected,1,5017
127,24979,Undirected,1,5018
127,35505,Undirected,1,5019
127,35713,Undirected,1,5020
127,166,Undirected,1,5021
127,17835,Undirected,1,5022
127,23585,Undirected,1,5023
127,4067,Undirected,1,5024
127,4761,Undirected,1,5025
127,197,Undirected,1,5026
127,5914,Undirected,1,5027
127,21719,Undirected,1,5028
127,30326,Undirected,1,5029
127,16494,Undirected,3,5030
127,25330,Undirected,3,5031
127,27352,Undirected,1,5032
127,31441,Undirected,1,5033
127,31442,Undirected,1,5034
127,31443,Undirected,1,5035
127,414,Undirected,3,5036
127,750,Undirected,2,5037
127,9529,Undirected,1,5038
127,21527,Undirected,1,5039
127,30762,Undirected,1,5040
127,5219,Undirected,1,5041
127,8595,Undirected,1,5042
127,13040,Undirected,1,5043
127,27481,Undirected,2,5044
127,27655,Undirected,1,5045
127,29775,Undirected,1,5046
127,5346,Undirected,1,5047
127,8039,Undirected,1,5048
127,944,Undirected,1,5049
127,27482,Undirected,1,5050
127,16276,Undirected,1,5051
127,16278,Undirected,1,5052
127,5097,Undirected,1,5053
127,9930,Undirected,1,5054
127,9931,Undirected,1,5055
127,1643,Undirected,1,5056
127,2947,Undirected,1,5057
127,2948,Undirected,1,5058
127,934,Undirected,1,5059
127,295,Undirected,1,5060
127,907,Undirected,1,5061
127,128,Undirected,1,5062
21413,24979,Undirected,1,5063
21413,35505,Undirected,1,5064
21413,35713,Undirected,1,5065
21413,28057,Undirected,1,5066
21413,21414,Undirected,1,5067
21413,21512,Undirected,1,5068
21413,21514,Undirected,1,5069
21413,21515,Undirected,1,5070
21413,21516,Undirected,1,5071
21413,21517,Undirected,1,5072
21413,21518,Undirected,1,5073
21413,21519,Undirected,1,5074
21413,21520,Undirected,1,5075
21413,21521,Undirected,1,5076
24979,35505,Undirected,1,5077
24979,35713,Undirected,1,5078
24979,24980,Undirected,1,5079
24979,24981,Undirected,1,5080
35505,35713,Undirected,1,5081
21743,307,Undirected,1,5082
21743,31618,Undirected,1,5083
21743,33877,Undirected,1,5084
21743,35709,Undirected,1,5085
21743,22013,Undirected,1,5086
21743,25307,Undirected,2,5087
21743,25682,Undirected,1,5088
21743,733,Undirected,1,5089
21743,27366,Undirected,1,5090
21743,23100,Undirected,1,5091
21743,23509,Undirected,1,5092
21743,2282,Undirected,1,5093
21743,24246,Undirected,1,5094
21743,4534,Undirected,1,5095
21743,22810,Undirected,1,5096
31618,33877,Undirected,1,5097
31618,35709,Undirected,1,5098
31618,35285,Undirected,1,5099
31618,5733,Undirected,1,5100
33877,35709,Undirected,1,5101
33877,4636,Undirected,1,5102
33877,5497,Undirected,1,5103
13930,1575,Undirected,1,5104
13930,20262,Undirected,1,5105
13930,20412,Undirected,1,5106
13930,218,Undirected,1,5107
13930,25033,Undirected,1,5108
13930,26572,Undirected,1,5109
13930,32371,Undirected,1,5110
13930,34066,Undirected,1,5111
13930,35707,Undirected,1,5112
13930,35752,Undirected,1,5113
13930,17570,Undirected,1,5114
13930,18952,Undirected,1,5115
13930,15720,Undirected,1,5116
13930,18137,Undirected,1,5117
13930,4368,Undirected,1,5118
13930,5396,Undirected,1,5119
13930,6078,Undirected,1,5120
13930,9186,Undirected,1,5121
13930,9809,Undirected,1,5122
13930,3368,Undirected,1,5123
13930,8067,Undirected,1,5124
13930,8039,Undirected,1,5125
13930,8466,Undirected,1,5126
1575,20262,Undirected,1,5127
1575,20412,Undirected,1,5128
1575,218,Undirected,1,5129
1575,25033,Undirected,1,5130
1575,26572,Undirected,1,5131
1575,32371,Undirected,1,5132
1575,34066,Undirected,1,5133
1575,35707,Undirected,1,5134
1575,35752,Undirected,1,5135
1575,1812,Undirected,1,5136
1575,2560,Undirected,1,5137
1575,2746,Undirected,1,5138
1575,34804,Undirected,1,5139
1575,33936,Undirected,1,5140
1575,33940,Undirected,1,5141
1575,33943,Undirected,1,5142
1575,7463,Undirected,1,5143
1575,21116,Undirected,1,5144
1575,32609,Undirected,1,5145
1575,4760,Undirected,1,5146
1575,2246,Undirected,1,5147
1575,23655,Undirected,1,5148
1575,17692,Undirected,1,5149
1575,32005,Undirected,1,5150
1575,23527,Undirected,1,5151
1575,23509,Undirected,1,5152
1575,21068,Undirected,1,5153
1575,25513,Undirected,1,5154
1575,9819,Undirected,1,5155
1575,17351,Undirected,1,5156
1575,24243,Undirected,1,5157
1575,22172,Undirected,1,5158
1575,22173,Undirected,1,5159
1575,5437,Undirected,1,5160
1575,4829,Undirected,1,5161
1575,8703,Undirected,1,5162
1575,8747,Undirected,1,5163
1575,308,Undirected,1,5164
1575,5500,Undirected,1,5165
1575,6598,Undirected,1,5166
1575,36,Undirected,1,5167
1575,1908,Undirected,1,5168
1575,339,Undirected,1,5169
1575,699,Undirected,1,5170
1575,1576,Undirected,1,5171
1575,1577,Undirected,1,5172
1575,1578,Undirected,1,5173
1575,1579,Undirected,1,5174
20262,20412,Undirected,1,5175
20262,218,Undirected,1,5176
20262,25033,Undirected,1,5177
20262,26572,Undirected,1,5178
20262,32371,Undirected,1,5179
20262,34066,Undirected,1,5180
20262,35707,Undirected,1,5181
20262,35752,Undirected,1,5182
20262,23509,Undirected,1,5183
20262,339,Undirected,1,5184
20262,340,Undirected,1,5185
20262,4761,Undirected,1,5186
20262,21068,Undirected,1,5187
20262,22717,Undirected,1,5188
20262,25676,Undirected,1,5189
20262,26619,Undirected,1,5190
20262,27322,Undirected,1,5191
20262,27288,Undirected,1,5192
20262,27289,Undirected,1,5193
20262,25364,Undirected,1,5194
20262,23655,Undirected,1,5195
20262,20263,Undirected,1,5196
218,25033,Undirected,1,5197
218,26572,Undirected,1,5198
218,32371,Undirected,1,5199
218,34066,Undirected,1,5200
218,35707,Undirected,1,5201
218,35752,Undirected,1,5202
218,32323,Undirected,1,5203
218,33377,Undirected,1,5204
218,8226,Undirected,1,5205
218,219,Undirected,1,5206
26572,32371,Undirected,2,5207
26572,34066,Undirected,1,5208
26572,35707,Undirected,1,5209
26572,35752,Undirected,1,5210
26572,2908,Undirected,1,5211
26572,31065,Undirected,1,5212
26572,31970,Undirected,1,5213
26572,35150,Undirected,1,5214
26572,35151,Undirected,1,5215
26572,30512,Undirected,1,5216
26572,34120,Undirected,1,5217
26572,5277,Undirected,1,5218
26572,34031,Undirected,1,5219
26572,30503,Undirected,1,5220
26572,31618,Undirected,1,5221
26572,4796,Undirected,2,5222
26572,26866,Undirected,1,5223
26572,28260,Undirected,1,5224
26572,510,Undirected,1,5225
35707,35752,Undirected,1,5226
16519,22013,Undirected,1,5227
16519,31073,Undirected,1,5228
16519,4131,Undirected,1,5229
16519,24874,Undirected,1,5230
16519,27368,Undirected,1,5231
16519,26549,Undirected,1,5232
16519,26787,Undirected,1,5233
16519,16890,Undirected,1,5234
16519,19323,Undirected,1,5235
16519,3590,Undirected,1,5236
16519,4415,Undirected,1,5237
16519,17401,Undirected,1,5238
16519,1910,Undirected,1,5239
16519,4263,Undirected,1,5240
16519,7463,Undirected,1,5241
31073,4131,Undirected,1,5242
31073,9616,Undirected,2,5243
31073,33903,Undirected,2,5244
31073,32595,Undirected,1,5245
16548,2638,Undirected,1,5246
16548,32185,Undirected,1,5247
16548,35701,Undirected,1,5248
16548,861,Undirected,1,5249
16548,1884,Undirected,1,5250
16548,21184,Undirected,1,5251
16548,9537,Undirected,1,5252
16548,1845,Undirected,1,5253
16548,33147,Undirected,1,5254
16548,33150,Undirected,1,5255
16548,2405,Undirected,1,5256
16548,21169,Undirected,1,5257
16548,3894,Undirected,1,5258
16548,8896,Undirected,1,5259
16548,2746,Undirected,1,5260
16548,411,Undirected,1,5261
16548,821,Undirected,1,5262
16548,16549,Undirected,1,5263
16548,478,Undirected,1,5264
2638,32185,Undirected,1,5265
2638,35701,Undirected,1,5266
2638,861,Undirected,1,5267
2638,35134,Undirected,1,5268
2638,33996,Undirected,1,5269
2638,4505,Undirected,1,5270
2638,8105,Undirected,1,5271
2638,8658,Undirected,1,5272
2638,425,Undirected,1,5273
2638,4065,Undirected,1,5274
2638,5215,Undirected,1,5275
2638,5620,Undirected,1,5276
2638,4000,Undirected,1,5277
2638,5125,Undirected,1,5278
2638,2733,Undirected,1,5279
2638,2868,Undirected,1,5280
2638,307,Undirected,1,5281
2638,9412,Undirected,1,5282
2638,2639,Undirected,1,5283
2638,9779,Undirected,1,5284
32185,35701,Undirected,1,5285
32185,861,Undirected,1,5286
32185,9011,Undirected,1,5287
35701,861,Undirected,1,5288
30326,3056,Undirected,1,5289
30326,35699,Undirected,1,5290
30326,34400,Undirected,1,5291
30326,6331,Undirected,1,5292
30326,4079,Undirected,1,5293
30326,5344,Undirected,1,5294
3056,35699,Undirected,1,5295
3056,9570,Undirected,1,5296
3056,6447,Undirected,1,5297
1878,23,Undirected,1,5298
1878,258,Undirected,1,5299
1878,8640,Undirected,1,5300
1878,32739,Undirected,1,5301
1878,2790,Undirected,1,5302
1878,4050,Undirected,1,5303
1878,4404,Undirected,2,5304
1878,27878,Undirected,1,5305
1878,8709,Undirected,1,5306
1878,6073,Undirected,1,5307
1878,5350,Undirected,1,5308
1878,798,Undirected,1,5309
1878,4403,Undirected,1,5310
1878,2602,Undirected,1,5311
23,258,Undirected,2,5312
23,8640,Undirected,2,5313
23,27284,Undirected,1,5314
23,386,Undirected,1,5315
23,5859,Undirected,1,5316
23,5483,Undirected,1,5317
23,2412,Undirected,1,5318
23,462,Undirected,1,5319
23,5279,Undirected,1,5320
23,630,Undirected,1,5321
23,8710,Undirected,1,5322
23,5160,Undirected,1,5323
23,5161,Undirected,1,5324
23,3999,Undirected,1,5325
23,4000,Undirected,1,5326
23,585,Undirected,1,5327
23,4760,Undirected,1,5328
23,604,Undirected,1,5329
258,8640,Undirected,2,5330
258,32595,Undirected,1,5331
258,5016,Undirected,1,5332
258,603,Undirected,1,5333
258,7830,Undirected,1,5334
258,8710,Undirected,1,5335
258,27284,Undirected,1,5336
258,296,Undirected,2,5337
258,4068,Undirected,1,5338
258,520,Undirected,1,5339
258,6078,Undirected,1,5340
258,2638,Undirected,1,5341
258,2733,Undirected,1,5342
258,2868,Undirected,1,5343
258,307,Undirected,1,5344
258,9412,Undirected,1,5345
258,2678,Undirected,2,5346
258,3117,Undirected,1,5347
258,2679,Undirected,1,5348
258,37,Undirected,1,5349
258,411,Undirected,1,5350
258,699,Undirected,1,5351
258,5176,Undirected,1,5352
18679,21353,Undirected,1,5353
18679,34291,Undirected,1,5354
18679,4741,Undirected,1,5355
18679,22013,Undirected,2,5356
18679,26572,Undirected,2,5357
18679,5277,Undirected,1,5358
18679,23720,Undirected,1,5359
18679,31618,Undirected,1,5360
18679,23979,Undirected,1,5361
18679,21352,Undirected,1,5362
18679,2282,Undirected,1,5363
18679,23509,Undirected,1,5364
18679,18923,Undirected,1,5365
18679,27778,Undirected,1,5366
18679,25005,Undirected,1,5367
18679,25682,Undirected,1,5368
18679,25920,Undirected,1,5369
18679,20412,Undirected,1,5370
18679,20951,Undirected,1,5371
18679,22870,Undirected,1,5372
18679,25482,Undirected,1,5373
18679,25676,Undirected,1,5374
18679,27045,Undirected,1,5375
18679,21116,Undirected,1,5376
18679,25415,Undirected,1,5377
18679,6482,Undirected,1,5378
18679,22154,Undirected,1,5379
18679,22155,Undirected,1,5380
18679,18680,Undirected,1,5381
18679,4068,Undirected,1,5382
35673,35674,Undirected,1,5383
35673,35675,Undirected,1,5384
35674,35675,Undirected,1,5385
35658,35659,Undirected,1,5386
17850,23856,Undirected,1,5387
17850,35654,Undirected,1,5388
17850,35655,Undirected,1,5389
17850,4944,Undirected,2,5390
17850,17959,Undirected,1,5391
17850,19295,Undirected,1,5392
17850,22928,Undirected,1,5393
17850,27716,Undirected,1,5394
17850,28094,Undirected,1,5395
17850,4032,Undirected,1,5396
17850,4285,Undirected,1,5397
17850,4513,Undirected,1,5398
17850,6990,Undirected,1,5399
17850,860,Undirected,1,5400
17850,20415,Undirected,1,5401
17850,20776,Undirected,1,5402
17850,20777,Undirected,1,5403
23856,35654,Undirected,1,5404
23856,35655,Undirected,1,5405
23856,4944,Undirected,1,5406
23856,24815,Undirected,1,5407
23856,30970,Undirected,1,5408
23856,33958,Undirected,1,5409
23856,34357,Undirected,1,5410
23856,35376,Undirected,1,5411
23856,35685,Undirected,1,5412
23856,35686,Undirected,1,5413
23856,6330,Undirected,1,5414
35654,35655,Undirected,1,5415
35654,4944,Undirected,1,5416
35655,4944,Undirected,1,5417
15398,23911,Undirected,1,5418
15398,27679,Undirected,1,5419
15398,35644,Undirected,1,5420
15398,21771,Undirected,1,5421
15398,23910,Undirected,1,5422
15398,15400,Undirected,2,5423
15398,15401,Undirected,2,5424
15398,15402,Undirected,2,5425
15398,15403,Undirected,2,5426
15398,17692,Undirected,1,5427
15398,2092,Undirected,1,5428
15398,4864,Undirected,1,5429
15398,15399,Undirected,1,5430
23911,27679,Undirected,1,5431
23911,35644,Undirected,1,5432
23911,809,Undirected,1,5433
27679,35644,Undirected,1,5434
4796,8250,Undirected,1,5435
4796,5277,Undirected,3,5436
4796,732,Undirected,1,5437
4796,9809,Undirected,1,5438
4796,6963,Undirected,1,5439
4796,9799,Undirected,1,5440
4796,5733,Undirected,1,5441
4796,5859,Undirected,1,5442
4796,5497,Undirected,1,5443
4796,5740,Undirected,3,5444
4796,8439,Undirected,1,5445
4796,4797,Undirected,1,5446
4796,6731,Undirected,1,5447
4796,48,Undirected,1,5448
13374,31754,Undirected,1,5449
13374,32113,Undirected,1,5450
13374,35628,Undirected,1,5451
13374,35631,Undirected,1,5452
13374,23437,Undirected,1,5453
13374,29501,Undirected,1,5454
13374,30272,Undirected,1,5455
13374,28057,Undirected,1,5456
13374,7880,Undirected,1,5457
13374,16694,Undirected,1,5458
13374,8823,Undirected,1,5459
13374,23919,Undirected,1,5460
13374,3003,Undirected,1,5461
13374,1559,Undirected,1,5462
13374,23377,Undirected,1,5463
13374,13908,Undirected,1,5464
13374,504,Undirected,1,5465
13374,17256,Undirected,1,5466
13374,4550,Undirected,1,5467
13374,1355,Undirected,1,5468
13374,8777,Undirected,1,5469
13374,9555,Undirected,1,5470
13374,15142,Undirected,1,5471
13374,2246,Undirected,1,5472
13374,2678,Undirected,1,5473
13374,296,Undirected,1,5474
13374,4797,Undirected,1,5475
13374,7826,Undirected,1,5476
13374,7966,Undirected,1,5477
13374,808,Undirected,1,5478
31754,32113,Undirected,1,5479
31754,35628,Undirected,1,5480
31754,35631,Undirected,1,5481
31754,33009,Undirected,1,5482
31754,33014,Undirected,1,5483
31754,31756,Undirected,1,5484
31754,31758,Undirected,1,5485
31754,31911,Undirected,1,5486
32113,35628,Undirected,1,5487
32113,35631,Undirected,1,5488
32113,34762,Undirected,1,5489
32113,35566,Undirected,1,5490
32113,35567,Undirected,1,5491
32113,35568,Undirected,1,5492
32113,32218,Undirected,1,5493
35628,35631,Undirected,1,5494
25822,7854,Undirected,1,5495
25513,33958,Undirected,1,5496
25513,4854,Undirected,1,5497
25513,35119,Undirected,1,5498
25513,30348,Undirected,2,5499
25513,34997,Undirected,1,5500
25513,3894,Undirected,1,5501
25513,8466,Undirected,1,5502
25513,32159,Undirected,1,5503
25513,31401,Undirected,1,5504
25513,8251,Undirected,1,5505
25513,9801,Undirected,1,5506
25513,26866,Undirected,1,5507
25513,9819,Undirected,1,5508
33958,4854,Undirected,1,5509
33958,34357,Undirected,1,5510
33958,35376,Undirected,1,5511
33958,35685,Undirected,1,5512
33958,35686,Undirected,1,5513
33958,33962,Undirected,1,5514
13148,3368,Undirected,1,5515
13148,177,Undirected,1,5516
13148,3792,Undirected,1,5517
13148,13648,Undirected,1,5518
13148,13979,Undirected,1,5519
13148,25368,Undirected,1,5520
13148,34797,Undirected,1,5521
13148,5620,Undirected,1,5522
13148,18679,Undirected,1,5523
13148,21352,Undirected,1,5524
13148,19541,Undirected,1,5525
13148,449,Undirected,1,5526
13148,1368,Undirected,1,5527
13148,217,Undirected,1,5528
13148,478,Undirected,1,5529
10144,21391,Undirected,1,5530
10144,35615,Undirected,1,5531
10144,5214,Undirected,1,5532
10144,8828,Undirected,1,5533
10144,3117,Undirected,1,5534
10144,4415,Undirected,1,5535
10144,7629,Undirected,1,5536
21391,35615,Undirected,1,5537
21391,30640,Undirected,1,5538
21391,7790,Undirected,1,5539
21391,26832,Undirected,1,5540
21391,26833,Undirected,1,5541
21391,21719,Undirected,1,5542
21391,4079,Undirected,1,5543
205,23702,Undirected,8,5544
205,23701,Undirected,1,5545
205,2977,Undirected,6,5546
205,3547,Undirected,3,5547
205,8652,Undirected,1,5548
205,2235,Undirected,1,5549
14794,2562,Undirected,11,5550
14794,2564,Undirected,11,5551
14794,14962,Undirected,1,5552
14794,1716,Undirected,1,5553
14794,21394,Undirected,1,5554
14794,34034,Undirected,1,5555
14794,890,Undirected,1,5556
2562,2564,Undirected,19,5557
2562,2563,Undirected,8,5558
2562,890,Undirected,4,5559
2562,5160,Undirected,1,5560
2562,9,Undirected,1,5561
2562,3546,Undirected,1,5562
2562,3569,Undirected,1,5563
2562,3862,Undirected,1,5564
2562,3863,Undirected,1,5565
2562,5509,Undirected,1,5566
2562,5510,Undirected,1,5567
2562,5511,Undirected,1,5568
2562,5541,Undirected,1,5569
2562,8113,Undirected,1,5570
21771,23910,Undirected,1,5571
21771,31618,Undirected,1,5572
21771,22013,Undirected,1,5573
21771,31589,Undirected,1,5574
21771,27744,Undirected,1,5575
21771,30503,Undirected,1,5576
21771,22127,Undirected,1,5577
21771,4834,Undirected,1,5578
21771,23914,Undirected,2,5579
21771,25035,Undirected,2,5580
21771,2267,Undirected,1,5581
21771,24040,Undirected,1,5582
21771,23483,Undirected,1,5583
21771,23864,Undirected,1,5584
21771,23865,Undirected,1,5585
21771,21772,Undirected,1,5586
13133,16471,Undirected,1,5587
13133,22798,Undirected,1,5588
13133,25936,Undirected,1,5589
13133,30769,Undirected,1,5590
13133,35573,Undirected,1,5591
13133,35574,Undirected,1,5592
13133,9872,Undirected,1,5593
13133,14665,Undirected,1,5594
13133,8651,Undirected,1,5595
13133,3547,Undirected,1,5596
13133,13134,Undirected,1,5597
13133,13135,Undirected,1,5598
13133,5784,Undirected,1,5599
13133,9704,Undirected,1,5600
16471,22798,Undirected,1,5601
16471,25936,Undirected,1,5602
16471,30769,Undirected,1,5603
16471,35573,Undirected,1,5604
16471,35574,Undirected,1,5605
16471,9872,Undirected,1,5606
16471,25012,Undirected,1,5607
16471,27482,Undirected,1,5608
16471,33288,Undirected,1,5609
16471,33292,Undirected,1,5610
16471,31611,Undirected,1,5611
16471,22071,Undirected,4,5612
16471,5511,Undirected,3,5613
16471,20128,Undirected,1,5614
16471,23488,Undirected,1,5615
16471,23489,Undirected,1,5616
16471,36,Undirected,1,5617
22798,25936,Undirected,1,5618
22798,30769,Undirected,1,5619
22798,35573,Undirected,1,5620
22798,35574,Undirected,1,5621
22798,9872,Undirected,1,5622
22798,28427,Undirected,1,5623
22798,28428,Undirected,1,5624
22798,23140,Undirected,1,5625
22798,22799,Undirected,1,5626
25936,30769,Undirected,3,5627
25936,35573,Undirected,1,5628
25936,35574,Undirected,1,5629
25936,9872,Undirected,1,5630
25936,33815,Undirected,1,5631
25936,28030,Undirected,2,5632
25936,30222,Undirected,2,5633
25936,25937,Undirected,4,5634
25936,25938,Undirected,4,5635
30769,35573,Undirected,1,5636
30769,35574,Undirected,1,5637
30769,9872,Undirected,1,5638
35573,35574,Undirected,1,5639
35573,9872,Undirected,1,5640
35574,9872,Undirected,1,5641
25683,32113,Undirected,1,5642
25683,34762,Undirected,1,5643
25683,35566,Undirected,1,5644
25683,35567,Undirected,1,5645
25683,35568,Undirected,1,5646
25683,3685,Undirected,1,5647
25683,4263,Undirected,1,5648
25683,4889,Undirected,1,5649
34762,35566,Undirected,1,5650
34762,35567,Undirected,1,5651
34762,35568,Undirected,1,5652
34762,34763,Undirected,1,5653
34762,34764,Undirected,1,5654
35566,35567,Undirected,1,5655
35566,35568,Undirected,1,5656
35567,35568,Undirected,1,5657
1062,197,Undirected,2,5658
1062,361,Undirected,1,5659
1062,71,Undirected,1,5660
1062,1147,Undirected,1,5661
1062,1191,Undirected,1,5662
1062,1355,Undirected,2,5663
1062,13976,Undirected,1,5664
1062,19472,Undirected,1,5665
1062,20168,Undirected,1,5666
1062,2560,Undirected,1,5667
1062,28235,Undirected,1,5668
1062,4079,Undirected,1,5669
1062,25307,Undirected,1,5670
1062,504,Undirected,1,5671
1062,6907,Undirected,1,5672
1062,17408,Undirected,1,5673
1062,1884,Undirected,1,5674
1062,29847,Undirected,1,5675
1062,14339,Undirected,1,5676
1062,1694,Undirected,2,5677
1062,17233,Undirected,1,5678
1062,2323,Undirected,1,5679
1062,3128,Undirected,1,5680
1062,411,Undirected,2,5681
1062,16384,Undirected,1,5682
1062,17744,Undirected,1,5683
1062,4760,Undirected,1,5684
1062,8250,Undirected,1,5685
1062,13374,Undirected,1,5686
1062,17256,Undirected,1,5687
1062,4550,Undirected,1,5688
1062,1440,Undirected,1,5689
1062,386,Undirected,1,5690
1062,13869,Undirected,1,5691
1062,15736,Undirected,1,5692
1062,15737,Undirected,1,5693
1062,4388,Undirected,1,5694
1062,1360,Undirected,1,5695
1062,14684,Undirected,1,5696
1062,6437,Undirected,1,5697
1062,944,Undirected,1,5698
1062,1290,Undirected,2,5699
1062,142,Undirected,1,5700
1062,15015,Undirected,1,5701
1062,23,Undirected,1,5702
1062,462,Undirected,1,5703
1062,5279,Undirected,2,5704
1062,630,Undirected,1,5705
1062,8710,Undirected,1,5706
1062,1171,Undirected,1,5707
1062,119,Undirected,1,5708
1062,1217,Undirected,1,5709
1062,13224,Undirected,1,5710
1062,13595,Undirected,1,5711
1062,1686,Undirected,1,5712
1062,2153,Undirected,1,5713
1062,238,Undirected,1,5714
1062,2746,Undirected,1,5715
1062,3723,Undirected,1,5716
1062,7017,Undirected,1,5717
1062,7873,Undirected,1,5718
1062,9799,Undirected,2,5719
1062,990,Undirected,1,5720
1062,2261,Undirected,1,5721
1062,2451,Undirected,1,5722
1062,2510,Undirected,1,5723
1062,4829,Undirected,1,5724
1062,9801,Undirected,1,5725
1062,1172,Undirected,1,5726
1062,4834,Undirected,1,5727
1062,5817,Undirected,1,5728
1062,8974,Undirected,1,5729
1062,8975,Undirected,1,5730
1062,8976,Undirected,1,5731
1062,1804,Undirected,1,5732
1062,2149,Undirected,1,5733
1062,536,Undirected,1,5734
1062,1316,Undirected,1,5735
1062,1317,Undirected,1,5736
1062,1063,Undirected,1,5737
1062,1064,Undirected,1,5738
1062,1065,Undirected,1,5739
197,361,Undirected,1,5740
197,71,Undirected,1,5741
197,5914,Undirected,1,5742
197,296,Undirected,1,5743
197,33821,Undirected,1,5744
197,33823,Undirected,1,5745
197,33824,Undirected,1,5746
197,4834,Undirected,1,5747
197,21003,Undirected,1,5748
197,2261,Undirected,1,5749
197,2016,Undirected,1,5750
197,29867,Undirected,1,5751
197,6331,Undirected,1,5752
197,7854,Undirected,1,5753
197,31869,Undirected,1,5754
197,5327,Undirected,1,5755
197,5344,Undirected,1,5756
197,3557,Undirected,1,5757
197,411,Undirected,3,5758
197,933,Undirected,1,5759
197,340,Undirected,1,5760
197,6482,Undirected,1,5761
197,2754,Undirected,2,5762
197,7288,Undirected,1,5763
197,2495,Undirected,1,5764
197,2925,Undirected,1,5765
197,3000,Undirected,1,5766
197,3397,Undirected,1,5767
197,4079,Undirected,1,5768
197,690,Undirected,1,5769
197,7934,Undirected,1,5770
197,934,Undirected,1,5771
197,2451,Undirected,1,5772
197,2988,Undirected,1,5773
197,4797,Undirected,1,5774
197,386,Undirected,1,5775
197,5859,Undirected,1,5776
197,8251,Undirected,1,5777
197,9985,Undirected,1,5778
197,504,Undirected,1,5779
197,2149,Undirected,1,5780
197,536,Undirected,1,5781
197,198,Undirected,1,5782
361,71,Undirected,1,5783
361,7218,Undirected,2,5784
361,8466,Undirected,1,5785
361,3743,Undirected,2,5786
361,8777,Undirected,2,5787
361,5277,Undirected,2,5788
361,4022,Undirected,1,5789
361,8982,Undirected,1,5790
361,6963,Undirected,4,5791
361,8039,Undirected,1,5792
361,5350,Undirected,1,5793
361,4760,Undirected,1,5794
361,4761,Undirected,1,5795
361,5146,Undirected,1,5796
361,7593,Undirected,1,5797
361,8702,Undirected,1,5798
361,7873,Undirected,1,5799
361,5346,Undirected,1,5800
361,5497,Undirected,1,5801
361,504,Undirected,1,5802
361,4797,Undirected,1,5803
361,3881,Undirected,1,5804
361,8658,Undirected,1,5805
361,385,Undirected,1,5806
361,5579,Undirected,1,5807
361,3792,Undirected,1,5808
361,8105,Undirected,1,5809
361,8465,Undirected,1,5810
361,4505,Undirected,1,5811
361,9930,Undirected,1,5812
361,4796,Undirected,2,5813
361,5740,Undirected,2,5814
361,3685,Undirected,1,5815
361,4854,Undirected,1,5816
361,5279,Undirected,2,5817
361,9779,Undirected,1,5818
